9.879549455263572644e-02 2.112590392782655968e+01 2.982000129569875924e+00 8.671500675045616902e+01 3.438851117726972328e-02 -9.054016213052732409e-01 1.057734519856236011e-01
1.137981030335596389e-01 2.149087591651965212e+01 2.931001502965174144e+00 7.508468736877094329e+01 3.903594022878040942e-02 -8.909492031260303202e-01 1.218227540814956766e-01
1.310511027866221312e-01 2.185482611150103338e+01 2.872189586560806696e+00 6.503560493437235834e+01 4.416333898329861257e-02 -8.741517516586587710e-01 1.402794514917485580e-01
1.508920525026439807e-01 2.221785855764143847e+01 2.804611426793486739e+00 5.633777322909650564e+01 4.978207621625350965e-02 -8.546824437931374030e-01 1.615046535135394312e-01
1.737091446760691549e-01 2.257997789357466800e+01 2.727189428380917935e+00 4.879597014183386250e+01 5.588964267254085960e-02 -8.321617503840545993e-01 1.859136358385988785e-01
1.999488006755080760e-01 2.294106301534429093e+01 2.638717902415468330e+00 4.224384715338875651e+01 6.246395625995650874e-02 -8.061501102702116617e-01 2.139839655124172735e-01
2.301244050748628145e-01 2.330082757974561503e+01 2.537866564471970676e+00 3.653913240989541578e+01 6.945612351014278374e-02 -7.761393685391053676e-01 2.462648446373083833e-01
2.648263501341207582e-01 2.365876136805646368e+01 2.423198087686013746e+00 3.155972246239480228e+01 7.678134779138809374e-02 -7.415427788964338296e-01 2.833878556309331609e-01
3.047335869522674323e-01 2.401404296449956632e+01 2.293212895167366483e+00 2.720053267485545234e+01 8.430764464512630063e-02 -7.016832834867253732e-01 3.260793182736017037e-01
3.506269092931361131e-01 2.436540804922085002e+01 2.146446012457141173e+00 2.337106419032339133e+01 9.184202955873169150e-02 -6.557796025069960733e-01 3.751745003126705225e-01
4.034042299851350322e-01 2.471094641081252874e+01 1.981663579049442570e+00 1.999378047029886929e+01 9.911399922142230534e-02 -6.029292341305534375e-01 4.316339596575995974e-01
4.640981487809338613e-01 2.504777907086702982e+01 1.798252451129162655e+00 1.700364302587975374e+01 1.057568909056471190e-01 -5.420863693483274348e-01 4.965623379042681251e-01
5.338961553961024675e-01 2.537152148295626120e+01 1.596991570501093083e+00 1.434971008090010791e+01 1.112908579048070001e-01 -4.720300894827398341e-01 5.712299728879368654e-01
6.141638630035464175e-01 2.567533581886809202e+01 1.381598073322124032e+00 1.200099144866829803e+01 1.151236595193608492e-01 -3.913145351354707091e-01 6.570977531191558585e-01
7.064717267521067878e-01 2.594812929117792777e+01 1.161879951746035422e+00 9.961835249289702432e+00 1.166331210078839220e-01 -2.982154342772789790e-01 7.558457003850577172e-01
8.126257700629513359e-01 2.617091685466319007e+01 9.601051780518596868e-01 8.308660635323331434e+00 1.155547455518784461e-01 -1.909475871005877068e-01 8.694058397408448435e-01
9.347029198704224218e-01 2.630999010484629608e+01 8.218083339343076332e-01 7.263345372121404075e+00 1.131446022347357971e-01 -6.662241198143224741e-02 1.000000000000000000e+00
1.065297080129577578e+00 2.630999357375987202e+01 8.218027452924377974e-01 7.263320072598675736e+00 1.131442267674961644e-01 6.661642221112704099e-02 1.130594160259155156e+00
1.187374229937048664e+00 2.617092629909758728e+01 9.600904410943308376e-01 8.308596141315957695e+00 1.155538685030672863e-01 1.909408445942511190e-01 1.244154299614942172e+00
1.293528273247893212e+00 2.594814330496589605e+01 1.161859126273001142e+00 9.961746995956472617e+00 1.166320633540893215e-01 2.982079201398724067e-01 1.342902246880844253e+00
1.385836136996453583e+00 2.567535349189939708e+01 1.381573123357399568e+00 1.200088727211523221e+01 1.151225794711256689e-01 3.913063360482900155e-01 1.428770027112063135e+00
1.466103844603897421e+00 2.537154228918239340e+01 1.596963637596030772e+00 1.434959261720743484e+01 1.112898219362221108e-01 4.720212690192143734e-01 1.503437662095731930e+00
1.535901851219066305e+00 2.504780269629404899e+01 1.798222235852220630e+00 1.700351233062864509e+01 1.057559264358857720e-01 5.420769966846417098e-01 1.568366040342400458e+00
1.596595770014864968e+00 2.471097265489438755e+01 1.981631558494538980e+00 1.999363539771585252e+01 9.911311652506427095e-02 6.029193830299667267e-01 1.624825499687329478e+00
1.649373090706863998e+00 2.436543677307151512e+01 2.146412548841146073e+00 2.337090303862574103e+01 9.184123070342720130e-02 6.557693480572495126e-01 1.673920681726398296e+00
1.695266413047732623e+00 2.401407406282089241e+01 2.293178289148159354e+00 2.720035348666644737e+01 8.430692751310241151e-02 7.016727002600258167e-01 1.716612144369066950e+00
1.735173649865879408e+00 2.365879475323984238e+01 2.423162604697974842e+00 3.155952317071550794e+01 7.678070809497031246e-02 7.415319399648837573e-01 1.753735155362691644e+00
1.769875594925137019e+00 2.330086317256721884e+01 2.537830447833919312e+00 3.653891091766570298e+01 6.945555588900434452e-02 7.761283448888300907e-01 1.786016034487582615e+00
1.800051199324491868e+00 2.294110073942012207e+01 2.638681379887248823e+00 4.224360138806250120e+01 6.246345491003790773e-02 8.061389704209901419e-01 1.814086364161401121e+00
1.826290855323930984e+00 2.258001767204759958e+01 2.727152715455896992e+00 4.879569810551631548e+01 5.588920171545840032e-02 8.321505601378740291e-01 1.838495346486460624e+00
1.849107947497356186e+00 2.221790031123182274e+01 2.804574728369650050e+00 5.633747305548322970e+01 4.978168991663251691e-02 8.546712660775246384e-01 1.859720548508251525e+00
1.868948897213377869e+00 2.185486975740574067e+01 2.872153097819610590e+00 6.503527495973044381e+01 4.416300187387089959e-02 8.741406464451322300e-01 1.878177245918504212e+00
1.886201896966440250e+00 2.149092136784346962e+01 2.930965409877709149e+00 7.508432622275429935e+01 3.903564717844310028e-02 8.909382274096705467e-01 1.894226548014376288e+00
1.901204505447364301e+00 2.112595109334651511e+01 2.981964609240495889e+00 8.671461347241258011e+01 3.438825742353605885e-02 9.053908291332370961e-01 1.908182462880352093e+00
1.914250251952515525e+00 2.075977247463893605e+01 3.025985527681070320e+00 1.001981572237615836e+02 3.020001001776411592e-02 9.177788065627977554e-01 1.920318041024678957e+00
1.925594379348299245e+00 2.039212675949422149e+01 3.063752352240143306e+00 1.158580458123520458e+02 2.644401721930311061e-02 9.283413209165952695e-01 1.930870717671919534e+00
1.935458837953328626e+00 2.002268771199429409e+01 3.095885829633086672e+00 1.340797504617843288e+02 2.308988200048309875e-02 9.372807292077858232e-01 1.940046958234737495e+00
1.944036628044658155e+00 1.965106207592303278e+01 3.122909494203445657e+00 1.553254183434181073e+02 2.010559053805260205e-02 9.447661521893403469e-01 1.948026297854579036e+00
1.951495575950162431e+00 1.927678621080749721e+01 3.145254444507064484e+00 1.801520911991215144e+02 1.745888249059002195e-02 9.509362528869572673e-01 1.954964854045745826e+00
1.957981617607122526e+00 1.889931906795763794e+01 3.163262276604949630e+00 2.092351513642047394e+02 1.511821498550174059e-02 9.559012256431392851e-01 1.960998381168499449e+00
1.963621653830566194e+00 1.851803136306740072e+01 3.177185757623695483e+00 2.433988042039552511e+02 1.305341441348642495e-02 9.597439558535663107e-01 1.966244926492632938e+00
1.968526033155299615e+00 1.813219048946001521e+01 3.187186706786975687e+00 2.836561416563758939e+02 1.123609157846579276e-02 9.625202583559453462e-01 1.970807139817966513e+00
1.972790710828981275e+00 1.774094036121915963e+01 3.193330335091133954e+00 3.312624134234886810e+02 9.639880224058719471e-03 9.642580301169766388e-01 1.974774281839995815e+00
1.976499126197399647e+00 1.734327493126525610e+01 3.195574948192597908e+00 3.877867464639567743e+02 8.240546137532604731e-03 9.649550483885779295e-01 1.978223970554803701e+00
1.979723835213415883e+00 1.693800353359347355e+01 3.193755379620957680e+00 4.552099989253302965e+02 7.016003577238924885e-03 9.645749892401076497e-01 1.981223699872028066e+00
1.982527930009951866e+00 1.652370536110701238e+01 3.187557688795614741e+00 5.360602004183774625e+02 5.946267341520223432e-03 9.630410006251755028e-01 1.983832160147875445e+00
1.984966273311287388e+00 1.609866917284186627e+01 3.176481354688694747e+00 6.336029295637345058e+02 5.013362079702262525e-03 9.602257832112597313e-01 1.986100386474699109e+00
1.987086571834187687e+00 1.566081250922656487e+01 3.159783125523998759e+00 7.521133876715610995e+02 4.201205156467694227e-03 9.559365140002872296e-01 1.988072757193676265e+00
1.988930309680188024e+00 1.520757193011710839e+01 3.136393348016082605e+00 8.972722122420095729e+02 3.495475277557003914e-03 9.498919190560110026e-01 1.989787862166699783e+00
1.990533559981057854e+00 1.473575150242105636e+01 3.104790152966218297e+00 1.076752377977559718e+03 2.883475971558680222e-03 9.416870460038641033e-01 1.991279257795415925e+00
1.991927690677466334e+00 1.424131000347668774e+01 3.062807915156302574e+00 1.301107201078840262e+03 2.354000759512374190e-03 9.307382134193107337e-01 1.992576123559516965e+00
1.993139978239560905e+00 1.371905652068697457e+01 3.007341718413513831e+00 1.585142629542399618e+03 1.897205370615461613e-03 9.161950988009185393e-01 1.993703832919604846e+00
1.994194141337034321e+00 1.316220688204781553e+01 2.933886151378055196e+00 1.950084131153069848e+03 1.504491761327450463e-03 8.967968165001262149e-01 1.994684449754463795e+00
1.995110804900054546e+00 1.256172634623915840e+01 2.835812842567184688e+00 2.427070716166050715e+03 1.168409369911063830e-03 8.706301047064674004e-01 1.995537160045645519e+00
1.995907903650507187e+00 1.190534521155177394e+01 2.703257022481551086e+00 3.062894609279494034e+03 8.825822162456050009e-04 8.347137679204684746e-01 1.996278647255368854e+00
1.996601032998726710e+00 1.117609577520700803e+01 2.521519814919428892e+00 3.929560709638567459e+03 6.416796329566239968e-04 7.842798967996323922e-01 1.996923418742084566e+00
1.997203754171091639e+00 1.035027209942186843e+01 2.269327333089083965e+00 5.140349630541601073e+03 4.414731939119703090e-04 7.115971421601927638e-01 1.997484089600098489e+00
1.997727859538365180e+00 9.395324344793502647e+00 1.919413687022680337e+00 6.877537833805042283e+03 2.790843130064008817e-04 6.046491517492540435e-01 1.997971629476632094e+00
1.998183603335994540e+00 8.271411537780343437e+00 1.451575746910147569e+00 9.449353679760797604e+03 1.536163297290163898e-04 4.498163910742940530e-01 1.998395577195357209e+00
1.998579902290455124e+00 6.951741849099843051e+00 9.016415232415978531e-01 1.348286591948247587e+04 6.687309367743353515e-05 2.559891464180401588e-01 1.998764227385552816e+00
1.998924510076942163e+00 5.483358335333149647e+00 4.181762995905359270e-01 2.080054144162642478e+04 2.010409082455201740e-05 9.255336039270072035e-02 1.999084792768331731e+00
1.999224169021713848e+00 4.014522325055161822e+00 1.384561090910806369e-01 3.768695089570836717e+04 3.673844228877006279e-06 1.847797148076157567e-02 1.999363545275095744e+00
1.999484742017167083e+00 2.674961015261039243e+00 3.087048890408887816e-02 8.748309384981195035e+04 3.528734409107865172e-07 1.823002098671305067e-03 1.999605938759238644e+00
1.999711327230605074e+00 1.499392123379102104e+00 3.595743350926631273e-03 2.906054908691149903e+05 1.237326926485226942e-08 6.423161079804128406e-05 1.999816715701971503e+00
1.999908357850985752e+00 4.760667147106192321e-01 1.054260949442982763e-04 1.831876171384400455e+06 5.755083114347806307e-11 2.989472933542664885e-07 2.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
