9.164214901428114019e-05 4.762589715750822350e-01 1.454505475350116183e-04 1.569859392872584518e+06 -4.947192409781770681e-07
2.886727693949855652e-04 1.499986896417763838e+00 4.316635811373601209e-03 2.661687979473351152e+05 -8.654440039162406126e-05
5.152579828327955936e-04 2.675797038587613752e+00 3.466601626794298119e-02 8.284720624125597533e+04 -2.220561283078746877e-03
7.758309782862771046e-04 4.013806412854648009e+00 1.500573076903406466e-01 3.638819985011577955e+04 -2.124154164815777318e-02
1.075489923057780821e-03 5.473539589574718534e+00 4.413047773511930005e-01 2.028008693457350819e+04 -1.018915300356283693e-01
1.420097709545009926e-03 6.918862768759749038e+00 9.282025697156850441e-01 1.315458890059169607e+04 -2.721716169178694522e-01
1.816396664005323451e-03 8.205472008148605667e+00 1.466126546962473576e+00 9.190456356659808080e+03 -4.669458189294485861e-01
2.272140461634684222e-03 9.294788642044967020e+00 1.916417848855470840e+00 6.672187016356802815e+03 -6.191024619451128697e-01
2.796245828908448978e-03 1.021760333855848124e+01 2.251292335107333731e+00 4.981917109942004572e+03 -7.229947580923616890e-01
3.398967001273278492e-03 1.101462193977120130e+01 2.492848349333228519e+00 3.809787031778272649e+03 -7.931432043016218847e-01
4.092096349492832172e-03 1.171830774880799453e+01 2.668157940647557957e+00 2.974208319097194362e+03 -8.416092673937961566e-01
4.889195099945320075e-03 1.235215270769824869e+01 2.798239907664174630e+00 2.363837105366013020e+03 -8.760031315886666059e-01
5.805858662965679429e-03 1.293305747119178939e+01 2.898092278346132034e+00 1.908741636863072927e+03 -9.056659999435875408e-01
6.860021760439092772e-03 1.348032462555696043e+01 2.973908666853449567e+00 1.558029154804266454e+03 -9.091329173527497032e-01
8.072309322533520459e-03 1.400027158947610850e+01 3.035069365964312205e+00 1.281551546328956647e+03 -9.319651358743045177e-01
9.466440018942109610e-03 1.449206055430014928e+01 3.079674366404660635e+00 1.062285228996388696e+03 -9.428053175337807179e-01
1.106969031981198774e-02 1.496179198421100054e+01 3.112065488914764977e+00 8.860578768990899334e+02 -9.495552551199569757e-01
1.291342816581234586e-02 1.541308218617210457e+01 3.135205488754036374e+00 7.429590215167161205e+02 -9.572450237137123397e-01
1.503372668871276116e-02 1.584903684164368443e+01 3.150013804651961902e+00 6.256313960326816641e+02 -9.582611834310902355e-01
1.747206999004823763e-02 1.627044894853835899e+01 3.159063950871590087e+00 5.290620419793182236e+02 -9.654296823863494081e-01
2.027616478658402985e-02 1.667823840930038060e+01 3.163066489347831745e+00 4.494919443721602192e+02 -9.677347850545704455e-01
2.350087380260019315e-02 1.707719490625364855e+01 3.163326336891174151e+00 3.832582194786092487e+02 -9.652947173917301171e-01
2.720928917101878702e-02 1.747073646460952290e+01 3.160231907335645296e+00 3.275189559827831545e+02 -9.636594482916117643e-01
3.147396684470016304e-02 1.785946292251720280e+01 3.152792977598290580e+00 2.803234888846424155e+02 -9.622412190917595254e-01
3.637834616943375066e-02 1.824330325404530484e+01 3.139909660218772380e+00 2.401975419958947668e+02 -9.597078278056939693e-01
4.201838239287736254e-02 1.862235249678783333e+01 3.120722937838459554e+00 2.059434748176282142e+02 -9.557808950553484673e-01
4.850442404983753425e-02 1.899653684736627568e+01 3.094478711875681576e+00 1.765971828305558802e+02 -9.507326997435202598e-01
