5.596337195534172027e-02 1.936527435646906525e+01 3.060534445345038712e+00 1.514042159510601948e+02 -9.447345109590193912e-01
6.454116204667152690e-02 1.972755540806628716e+01 3.018548737032646478e+00 1.297759177338483028e+02 -9.377116164443926039e-01
7.440562065170081008e-02 2.008229982849078965e+01 2.968630339430563758e+00 1.112375935189700726e+02 -9.293993427958817666e-01
8.574974804748450308e-02 2.042873570612723455e+01 2.911313331899891832e+00 9.538529153969159324e+01 -9.194386839786109489e-01
9.879549455263572644e-02 2.076661333238475748e+01 2.847384162827141907e+00 8.186005655244122181e+01 -9.074793838282754210e-01
1.137981030335596389e-01 2.109620271795800051e+01 2.777672639707649882e+00 7.033876471858886248e+01 -8.932337167128309163e-01
1.310511027866221312e-01 2.141814736593855528e+01 2.702910003460772703e+00 6.053422448471208384e+01 -8.764934180886851944e-01
1.508920525026439807e-01 2.173331774896022495e+01 2.623671411884096027e+00 5.219620520083442727e+01 -8.584800057826521558e-01
1.737091446760691549e-01 2.204400384622233133e+01 2.539309527275267264e+00 4.507418225866966566e+01 -8.343327866106333701e-01
1.999488006755080760e-01 2.235304387741951970e+01 2.448431549041254485e+00 3.893620706188620062e+01 -8.064006804683826468e-01
2.301244050748628145e-01 2.266122189127949582e+01 2.349214076244793059e+00 3.361710466040567979e+01 -7.764207731213360608e-01
2.648263501341207582e-01 2.296793022111124927e+01 2.239632584709122298e+00 2.899592149493894055e+01 -7.418305175959926112e-01
3.047335869522674323e-01 2.327236429636792536e+01 2.117901838830601680e+00 2.496999550368051857e+01 -7.019613265234118105e-01
3.506269092931361131e-01 2.357339154794534508e+01 1.982500221206918711e+00 2.145223545761538730e+01 -6.560372643218238542e-01
4.034042299851350322e-01 2.386936562424421382e+01 1.832306765928039649e+00 1.836924375637164886e+01 -6.031583593802773979e-01
4.640981487809338613e-01 2.415784082981054581e+01 1.666924049114534512e+00 1.566055275197461505e+01 -5.422784173995133239e-01
5.338961553961024675e-01 2.443510056000947372e+01 1.487340177988410339e+00 1.327967951827235815e+01 -4.721731777591961499e-01
6.141638630035464175e-01 2.469532051367913184e+01 1.297251097824510202e+00 1.119871224900649587e+01 -3.913941999090975732e-01
7.064717267521067878e-01 2.492897375865351250e+01 1.105712809910606165e+00 9.420476150391500880e+00 -2.982383750556223401e-01
8.126257700629513359e-01 2.511966415715408374e+01 9.323379510044705887e-01 8.006868542673618805e+00 -1.910087007948959026e-01
9.347029198704224218e-01 2.523845813181563358e+01 8.155715306383450880e-01 7.132747862606106715e+00 -6.674142892443910013e-02
1.065297080129577578e+00 2.523845813181562647e+01 8.155715306383481966e-01 7.132747862606118261e+00 6.674142892444867581e-02
1.187374229937048664e+00 2.511966415715407308e+01 9.323379510044778051e-01 8.006868542673647227e+00 1.910087007949006210e-01
1.293528273247893212e+00 2.492897375865349829e+01 1.105712809910618377e+00 9.420476150391547066e+00 2.982383750556299451e-01
1.385836136996453583e+00 2.469532051367911407e+01 1.297251097824523969e+00 1.119871224900654383e+01 3.913941999090945756e-01
1.466103844603897421e+00 2.443510056000945951e+01 1.487340177988420775e+00 1.327967951827238835e+01 4.721731777591987589e-01
1.535901851219066305e+00 2.415784082981053160e+01 1.666924049114543394e+00 1.566055275197463281e+01 5.422784173995156554e-01
1.596595770014864968e+00 2.386936562424419961e+01 1.832306765928047643e+00 1.836924375637165952e+01 6.031583593802765098e-01
1.649373090706863998e+00 2.357339154794533087e+01 1.982500221206926261e+00 2.145223545761539086e+01 6.560372643218387312e-01
1.695266413047732623e+00 2.327236429636791115e+01 2.117901838830607897e+00 2.496999550368051146e+01 7.019613265234088129e-01
1.735173649865879186e+00 2.296793022111123506e+01 2.239632584709128515e+00 2.899592149493894411e+01 7.418305175959848397e-01
1.769875594925137019e+00 2.266122189127948516e+01 2.349214076244797944e+00 3.361710466040567269e+01 7.764207731213292885e-01
1.800051199324491868e+00 2.235304387741950904e+01 2.448431549041264255e+00 3.893620706188621483e+01 8.064006804683770957e-01
1.826290855323930984e+00 2.204400384622232067e+01 2.539309527275282363e+00 4.507418225866976513e+01 8.343327866106294843e-01
1.849107947497356186e+00 2.173331774896022139e+01 2.623671411884120896e+00 5.219620520083462623e+01 8.584800057826909025e-01
1.868948897213377869e+00 2.141814736593853752e+01 2.702910003460804234e+00 6.053422448471234674e+01 8.764934180886942983e-01
1.886201896966440472e+00 2.109620271795798629e+01 2.777672639707685409e+00 7.033876471858904722e+01 8.932337167128748812e-01
1.901204505447364079e+00 2.076661333238473617e+01 2.847384162827177434e+00 8.186005655244136392e+01 9.074793838283009562e-01
1.914250251952515525e+00 2.042873570612720258e+01 2.911313331899918477e+00 9.538529153969184904e+01 9.194386839785986254e-01
1.925594379348299245e+00 2.008229982849075412e+01 2.968630339430578857e+00 1.112375935189702716e+02 9.293993427958744391e-01
1.935458837953328626e+00 1.972755540806625874e+01 3.018548737032655804e+00 1.297759177338479617e+02 9.377116164444263546e-01
1.944036628044658155e+00 1.936527435646904394e+01 3.060534445345037824e+00 1.514042159510595695e+02 9.447345109589710965e-01
1.951495575950162431e+00 1.899653684736625081e+01 3.094478711875672250e+00 1.765971828305552549e+02 9.507326997435288085e-01
1.957981617607122526e+00 1.862235249678780491e+01 3.120722937838434241e+00 2.059434748176275320e+02 9.557808950553128291e-01
1.963621653830566416e+00 1.824330325404528352e+01 3.139909660218749732e+00 2.401975419958936868e+02 9.597078278057021850e-01
1.968526033155299837e+00 1.785946292251718148e+01 3.152792977598276369e+00 2.803234888846410513e+02 9.622412190917526420e-01
1.972790710828981275e+00 1.747073646460950158e+01 3.160231907335640411e+00 3.275189559827822450e+02 9.636594482916432947e-01
1.976499126197399647e+00 1.707719490625363079e+01 3.163326336891163493e+00 3.832582194786078276e+02 9.652947173917106882e-01
1.979723835213415883e+00 1.667823840930037704e+01 3.163066489347803323e+00 4.494919443721571497e+02 9.677347850544943952e-01
1.982527930009951866e+00 1.627044894853834833e+01 3.159063950871576321e+00 5.290620419793182236e+02 9.654296823863740551e-01
1.984966273311287166e+00 1.584903684164367021e+01 3.150013804651944138e+00 6.256313960326843926e+02 9.582611834310883481e-01
1.987086571834187687e+00 1.541308218617208325e+01 3.135205488754002179e+00 7.429590215167188489e+02 9.572450237136922446e-01
1.988930309680188024e+00 1.496179198421097922e+01 3.112065488914725897e+00 8.860578768990936851e+02 9.495552551199568647e-01
1.990533559981057854e+00 1.449206055430013684e+01 3.079674366404614894e+00 1.062285228996388923e+03 9.428053175338276803e-01
1.991927690677466334e+00 1.400027158947608541e+01 3.035069365964211840e+00 1.281551546328952327e+03 9.319651358741561920e-01
1.993139978239561128e+00 1.348032462555691424e+01 2.973908666853355420e+00 1.558029154804280552e+03 9.091329173527583629e-01
1.994194141337034321e+00 1.293305747119173077e+01 2.898092278346084072e+00 1.908741636863113854e+03 9.056659999435704433e-01
1.995110804900054768e+00 1.235215270769819540e+01 2.798239907664153314e+00 2.363837105366058950e+03 8.760031315886848136e-01
1.995907903650507187e+00 1.171830774880790926e+01 2.668157940647578386e+00 2.974208319097299864e+03 8.416092673938356805e-01
1.996601032998726710e+00 1.101462193977111781e+01 2.492848349333230740e+00 3.809787031778399523e+03 7.931432043014785549e-01
1.997203754171091639e+00 1.021760333855846525e+01 2.251292335107575315e+00 4.981917109942215575e+03 7.229947580925395467e-01
1.997727859538365180e+00 9.294788642044981231e+00 1.916417848855902939e+00 6.672187016357261200e+03 6.191024619452564215e-01
1.998183603335994540e+00 8.205472008148706919e+00 1.466126546962902344e+00 9.190456356659924495e+03 4.669458189295656592e-01
1.998579902290454902e+00 6.918862768759674431e+00 9.282025697158994282e-01 1.315458890059228725e+04 2.721716169179265732e-01
1.998924510076942163e+00 5.473539589574472508e+00 4.413047773511569183e-01 2.028008693457431946e+04 1.018915300355732745e-01
1.999224169021713848e+00 4.013806412854561856e+00 1.500573076903571612e-01 3.638819985012171674e+04 2.124154164816007689e-02
1.999484742017167083e+00 2.675797038587665710e+00 3.466601626794203056e-02 8.284720624125479662e+04 2.220561283079018795e-03
1.999711327230605074e+00 1.499986896417454085e+00 4.316635811370535952e-03 2.661687979474570020e+05 8.654440039132277503e-05
1.999908357850985752e+00 4.762589715749105945e-01 1.454505475348764453e-04 1.569859392873714445e+06 4.947192409781762211e-07
